Incident Date,State,City Or County,Address,Full Address,Lat,Lng,Killed,Injured,AgeGroup
121115,Alabama,Birmingham,600 block of Cambridge Street,Alabama Birmingham 600 block of Cambridge Street,,,0,1,Teen
121115,Texas,Midland,Neely Avenue,Texas Midland Neely Avenue,,,0,1,Teen
111115,Texas,Killeen,619 BIshop Drive,Texas Killeen 619 BIshop Drive,,,0,1,Teen
101115,Connecticut,Windham,64 Windham Center Road,Connecticut Windham 64 Windham Center Road,,,0,1,Teen
81115,New York,Middleport,9400 block of Townline Rd,New York Middleport 9400 block of Townline Rd,,,0,1,Teen
71115,Oklahoma,Woodward,N/A,Oklahoma Woodward N/A,,,0,1,Teen
11115,Ohio,Dayton,811 Oldfield Pl,Ohio Dayton 811 Oldfield Pl,,,0,1,Teen
311015,North Carolina,Zionville,700 block of Camp Joy Road,North Carolina Zionville 700 block of Camp Joy Road,,,0,1,Teen
311015,Tennessee,Memphis,1600 block of East Holmes Road,Tennessee Memphis 1600 block of East Holmes Road,,,0,2,Teen
301015,Texas,Port Arthur,3280 Central Mall Blvd.,Texas Port Arthur 3280 Central Mall Blvd.,,,0,1,Teen
301015,New York,Staten Island,67 Covington Circle,New York Staten Island 67 Covington Circle,,,0,1,Teen
251015,Mississippi,Vancleave,2501 Carter Homestead Rd.,Mississippi Vancleave 2501 Carter Homestead Rd.,,,0,1,Teen
251015,Arizona,Tonopah,299th Avenue and Roosevelt,Arizona Tonopah 299th Avenue and Roosevelt,,,0,1,Teen
251015,Florida,Orlando,4614 Alrix Drive,Florida Orlando 4614 Alrix Drive,,,0,2,Teen
251015,Tennessee,Harrison,6800 block of Buck Trail Dr,Tennessee Harrison 6800 block of Buck Trail Dr,,,0,1,Teen
251015,Tennessee,Harrison,Buck Trail Drive,Tennessee Harrison Buck Trail Drive,,,0,1,Teen
241015,Kentucky,Hopkinsville,Bethel Street,Kentucky Hopkinsville Bethel Street,,,0,1,Teen
201015,Washington,Lakewood (Joint Base Lewis Mcchord),150th St. SW and Woodbrook Dr. S.,Washington Lakewood (Joint Base Lewis Mcchord) 150th St. SW and Woodbrook Dr. S.,,,1,0,Teen
191015,Florida,Tallahassee,Miccosukee and Magnolia,Florida Tallahassee Miccosukee and Magnolia,,,0,1,Teen
171015,Louisiana,La Place (Laplace),8800 block of Houma Dr,Louisiana La Place (Laplace) 8800 block of Houma Dr,,,0,1,Teen
171015,South Dakota,Letcher,N/A,South Dakota Letcher N/A,,,0,1,Teen
101015,Alabama,Tuscaloosa,13000 block of North Rosser Road,Alabama Tuscaloosa 13000 block of North Rosser Road,,,0,1,Teen
71015,California,Antioch,N/A,California Antioch N/A,,,0,1,Teen
61015,Ohio,Toledo,1200 block of Buckingham Street,Ohio Toledo 1200 block of Buckingham Street,,,0,1,Teen
21015,Oklahoma,Oklahoma City,S.E. 80th and Sooner Rd.,Oklahoma Oklahoma City S.E. 80th and Sooner Rd.,,,0,1,Teen
21015,Ohio,Cleveland,East 102nd Street and St. Clair Avenue,Ohio Cleveland East 102nd Street and St. Clair Avenue,,,0,1,Teen
21015,Alabama,Birmingham (Hoover),2250 Little Valley Rd,Alabama Birmingham (Hoover) 2250 Little Valley Rd,,,0,1,Teen
11015,Kentucky,Elkton,303 West Shelby Street,Kentucky Elkton 303 West Shelby Street,,,0,1,Teen
280915,Texas,Corpus Christi,3300 block of South Alameda Street,Texas Corpus Christi 3300 block of South Alameda Street,,,0,1,Teen
270915,Texas,Pollok,N/A,Texas Pollok N/A,,,0,1,Teen
240915,Ohio,Cleveland,East 70th Street and Wade Park Avenue,Ohio Cleveland East 70th Street and Wade Park Avenue,,,0,1,Teen
220915,Georgia,Macon,N/A,Georgia Macon N/A,,,0,1,Teen
210915,Alabama,Birmingham,Sundale Drive,Alabama Birmingham Sundale Drive,,,0,1,Teen
200915,Ohio,Dayton,Coulson Drive,Ohio Dayton Coulson Drive,,,0,1,Teen
200915,Utah,Ogden,100 North block of Pingree Ave,Utah Ogden 100 North block of Pingree Ave,,,0,1,Teen
180915,Indiana,Muncie,700 block of South Elm Street,Indiana Muncie 700 block of South Elm Street,,,0,1,Teen
170915,Ohio,Kidron,N/A,Ohio Kidron N/A,,,0,1,Teen
170915,Ohio,Kidron,N/A,Ohio Kidron N/A,,,0,1,Teen
140915,Oklahoma,Tulsa,7300 block of East Jasper Street,Oklahoma Tulsa 7300 block of East Jasper Street,,,0,1,Teen
140915,Michigan,Romeo (Bruce Township),N/A,Michigan Romeo (Bruce Township) N/A,,,0,1,Teen
130915,Indiana,Richmond,300 block of South Seventh Street,Indiana Richmond 300 block of South Seventh Street,,,0,1,Teen
130915,Texas,Rockwall,2700 block of Faircrest Drive,Texas Rockwall 2700 block of Faircrest Drive,,,0,1,Teen
120915,Ohio,Clark (county),3300 block of Laura Lane,Ohio Clark (county) 3300 block of Laura Lane,,,0,1,Teen
110915,New York,Arverne (Queens),22-04 Collier Avenue,New York Arverne (Queens) 22-04 Collier Avenue,,,1,0,Teen
80915,Illinois,Peoria,2100 block of West Starr Street,Illinois Peoria 2100 block of West Starr Street,,,1,0,Teen
60915,Iowa,Allamakee (county),Hickory Creek Road,Iowa Allamakee (county) Hickory Creek Road,,,0,1,Teen
60915,Florida,Fort Myers,100 block of Lucille Avenue,Florida Fort Myers 100 block of Lucille Avenue,,,0,1,Teen
60915,Louisiana,Lafayette,2401 N.W. Evangeline Thwy,Louisiana Lafayette 2401 N.W. Evangeline Thwy,,,0,1,Teen
50915,Pennsylvania,Harrisburg,Verbeke Street,Pennsylvania Harrisburg Verbeke Street,,,0,1,Teen
10915,Florida,Orlando (Pine Hills),N/A,Florida Orlando (Pine Hills) N/A,,,0,1,Teen
290815,Ohio,Bellefontaine,804 West Patterson Avenue,Ohio Bellefontaine 804 West Patterson Avenue,,,0,1,Teen
240815,Ohio,Cincinnati (North College Hill),1900 block of Goodman Avenue,Ohio Cincinnati (North College Hill) 1900 block of Goodman Avenue,,,0,1,Teen
220815,New Jersey,Mount Laurel,3300 block of Marne Highway,New Jersey Mount Laurel 3300 block of Marne Highway,,,0,1,Teen
220815,Alaska,Anchorage,2500 block of Kona Lane,Alaska Anchorage 2500 block of Kona Lane,,,0,1,Teen
210815,Idaho,Mountain Home,N/A,Idaho Mountain Home N/A,,,0,1,Teen
210815,Indiana,Brooklyn,N/A,Indiana Brooklyn N/A,,,0,1,Teen
190815,California,Garden Grove,14000 block of Hope Street,California Garden Grove 14000 block of Hope Street,,,0,1,Teen
190815,Pennsylvania,Pittsburgh,2600 block of Perrysville Avenue,Pennsylvania Pittsburgh 2600 block of Perrysville Avenue,,,0,1,Teen
180815,Texas,San Angelo,1802 Beacon Street,Texas San Angelo 1802 Beacon Street,,,0,1,Teen
140815,Indiana,Peru,901 Apache Drive,Indiana Peru 901 Apache Drive,,,0,1,Teen
140815,Tennessee,Greeneville,2733 Poplar Springs Road,Tennessee Greeneville 2733 Poplar Springs Road,,,0,1,Teen
130815,Alaska,Delta Junction,N/A,Alaska Delta Junction N/A,,,0,1,Teen
120815,Kansas,Wichita,2000 block of West Rita,Kansas Wichita 2000 block of West Rita,,,0,1,Teen
80815,Florida,Boca Raton,3100 Airport Road,Florida Boca Raton 3100 Airport Road,,,0,1,Teen
40815,West Virginia,Charleston (Cross Lanes),100 Drexel Place,West Virginia Charleston (Cross Lanes) 100 Drexel Place,,,0,1,Teen
40815,Illinois,Chicago,6700 block of South Western Avenue,Illinois Chicago 6700 block of South Western Avenue,,,0,1,Teen
40815,Missouri,Park Hills,6100 block of Glore Road,Missouri Park Hills 6100 block of Glore Road,,,0,1,Teen
40815,Tennessee,Chattanooga,Hughes Avenue,Tennessee Chattanooga Hughes Avenue,,,0,1,Teen
30815,New Jersey,Millville,700 block of Mulberry Street,New Jersey Millville 700 block of Mulberry Street,,,0,1,Teen
20815,Florida,Fort Lauderdale (Davie),7791 N.W. 34th St,Florida Fort Lauderdale (Davie) 7791 N.W. 34th St,,,0,1,Teen
310715,Tennessee,Nashville,Hampton Street,Tennessee Nashville Hampton Street,,,0,1,Teen
300715,Alabama,Birmingham,5000 block of Avenue N,Alabama Birmingham 5000 block of Avenue N,,,0,1,Teen
300715,Arkansas,White (county),N. Vinity Road,Arkansas White (county) N. Vinity Road,,,0,1,Teen
290715,South Carolina,Duncan,Sunny Ray Drive,South Carolina Duncan Sunny Ray Drive,,,0,1,Teen
270715,Louisiana,New Orleans,7500 block of Benson Street,Louisiana New Orleans 7500 block of Benson Street,,,0,1,Teen
250715,Ohio,Gallia (county),Clay Lick Road,Ohio Gallia (county) Clay Lick Road,,,0,1,Teen
240715,Kansas,Wichita,700 block of South Hunter,Kansas Wichita 700 block of South Hunter,,,0,1,Teen
240715,Tennessee,Tullahoma,Avondale Drive,Tennessee Tullahoma Avondale Drive,,,0,1,Teen
230715,Wisconsin,Madison,300 block of Wyalusing Drive,Wisconsin Madison 300 block of Wyalusing Drive,,,0,1,Teen
230715,Texas,Weslaco,6th Street and Louisiana,Texas Weslaco 6th Street and Louisiana,,,0,1,Teen
230715,Ohio,Pike (county),2733 SR 41,Ohio Pike (county) 2733 SR 41,,,0,1,Teen
220715,Kansas,Olathe,600 block of East Welston Avenue,Kansas Olathe 600 block of East Welston Avenue,,,0,1,Teen
180715,Ohio,Columbus,Robinwood Park,Ohio Columbus Robinwood Park,,,0,1,Teen
150715,Ohio,Dayton (Trotwood),N/A,Ohio Dayton (Trotwood) N/A,,,0,1,Teen
150715,Illinois,Aurora,N/A,Illinois Aurora N/A,,,0,2,Teen
90715,Colorado,Aurora,1000 block of North Vaughn Street,Colorado Aurora 1000 block of North Vaughn Street,,,0,1,Teen
50715,Ohio,Cincinnati,Virgil Road,Ohio Cincinnati Virgil Road,,,0,1,Teen
20715,Texas,Dallas,Coit Road,Texas Dallas Coit Road,,,0,1,Teen
10715,Kentucky,Lexington,South Broadway and Cedar Street,Kentucky Lexington South Broadway and Cedar Street,,,0,1,Teen
280615,New Mexico,Roswell,1901 S Sunset Avenue,New Mexico Roswell 1901 S Sunset Avenue,,,0,1,Teen
260615,Illinois,Joliet,400 block of Mississippi Avenue,Illinois Joliet 400 block of Mississippi Avenue,,,0,1,Teen
260615,California,Fresno,Fresno Street and McKinley Avenue,California Fresno Fresno Street and McKinley Avenue,,,0,1,Teen
240615,Arkansas,Little Rock,Fulton St,Arkansas Little Rock Fulton St,,,0,1,Teen
210615,Michigan,Pontiac,Barkell Street and Tennyson,Michigan Pontiac Barkell Street and Tennyson,,,0,1,Teen
210615,Georgia,Lagrange,400 block of Revis Street,Georgia Lagrange 400 block of Revis Street,,,0,1,Teen
170615,New York,Staten Island,Bay and Sands Street,New York Staten Island Bay and Sands Street,,,0,1,Teen
170615,Pennsylvania,Pittsburgh,300-block of Jacunda Street,Pennsylvania Pittsburgh 300-block of Jacunda Street,,,0,1,Teen
160615,Florida,Lake Worth,Mee Court,Florida Lake Worth Mee Court,,,0,1,Teen
120615,Nevada,Las Vegas,Lamb Boulevard and Vegas Valley Drive,Nevada Las Vegas Lamb Boulevard and Vegas Valley Drive,,,0,1,Teen
100615,Wisconsin,Hatley,Esker Road,Wisconsin Hatley Esker Road,,,0,1,Teen
70615,Ohio,Lebanon,Wilmington Road,Ohio Lebanon Wilmington Road,,,0,1,Teen
70615,Oregon,Portland,9100 Southeast Powell Boulevard,Oregon Portland 9100 Southeast Powell Boulevard,,,0,1,Teen
40615,Washington,Tacoma (Parkland),400 block of 111th Street Court East,Washington Tacoma (Parkland) 400 block of 111th Street Court East,,,0,1,Teen
20615,New York,Staten Island,225 Park Hill Avenue,New York Staten Island 225 Park Hill Avenue,,,0,1,Teen
300515,Tennessee,Memphis,8100 block of Waterford Circle,Tennessee Memphis 8100 block of Waterford Circle,,,0,1,Teen
280515,California,Vacaville,200 block of Cedar Street,California Vacaville 200 block of Cedar Street,,,0,1,Teen
270515,North Carolina,Kinston,N/A,North Carolina Kinston N/A,,,0,2,Teen
260515,Louisiana,Baton Rouge,N/A,Louisiana Baton Rouge N/A,,,0,1,Teen
250515,South Carolina,Rock Hill,Crawford Road,South Carolina Rock Hill Crawford Road,,,0,1,Teen
210515,Kansas,Sedgwick (county),11100 block of West 95th Street South,Kansas Sedgwick (county) 11100 block of West 95th Street South,,,0,1,Teen
170515,North Carolina,Stokes,Highway 30,North Carolina Stokes Highway 30,,,0,1,Teen
150515,Tennessee,Centerville,3800 block of Swan Creek Road,Tennessee Centerville 3800 block of Swan Creek Road,,,0,1,Teen
150515,Louisiana,Baton Rouge,Rose Garden Drive,Louisiana Baton Rouge Rose Garden Drive,,,0,1,Teen
120515,Illinois,Chicago,8800 block of South Saginaw,Illinois Chicago 8800 block of South Saginaw,,,0,1,Teen
50515,Utah,West Valley City,3200 South and 5100 West,Utah West Valley City 3200 South and 5100 West,,,0,1,Teen
40515,California,Gilroy,500 block of El Cerrito Way,California Gilroy 500 block of El Cerrito Way,,,0,1,Teen
20515,Pennsylvania,Upper Darby,7000 block of Ruskin Lane,Pennsylvania Upper Darby 7000 block of Ruskin Lane,,,0,1,Teen
20515,California,Marysville (Linda),1900 block of Fernwood Drive,California Marysville (Linda) 1900 block of Fernwood Drive,,,0,2,Teen
260415,Georgia,Columbus,7000 block of Doris Drive,Georgia Columbus 7000 block of Doris Drive,,,0,1,Teen
210415,New York,Yonkers,82 Chester Place,New York Yonkers 82 Chester Place,,,0,1,Teen
190415,Texas,Katy,24918 Falcon Hollow Ln,Texas Katy 24918 Falcon Hollow Ln,,,0,1,Teen
180415,Virginia,Spotsylvania Courthouse,N/A,Virginia Spotsylvania Courthouse N/A,,,0,1,Teen
170415,Louisiana,Mandeville,100 block of Carroll Street,Louisiana Mandeville 100 block of Carroll Street,,,0,1,Teen
150415,Illinois,Chicago,1600 block of North Austin Boulevard,Illinois Chicago 1600 block of North Austin Boulevard,,,0,1,Teen
130415,Michigan,Pennfield,100 block of Clarence Boulevard,Michigan Pennfield 100 block of Clarence Boulevard,,,0,1,Teen
40415,New York,Brooklyn,Sterling Place,New York Brooklyn Sterling Place,,,0,1,Teen
280315,Illinois,Champaign,1700 block of Clover Lane,Illinois Champaign 1700 block of Clover Lane,,,0,1,Teen
270315,Georgia,Atlanta,600 block of McAfee Street,Georgia Atlanta 600 block of McAfee Street,,,0,1,Teen
260315,Arizona,Phoenix,44th Street and Southern Avenue,Arizona Phoenix 44th Street and Southern Avenue,,,0,1,Teen
250315,Michigan,Southfield,23000 block of Lake Ravines Drive,Michigan Southfield 23000 block of Lake Ravines Drive,,,0,1,Teen
240315,Virginia,Richmond,3100 block of Enslow Avenue,Virginia Richmond 3100 block of Enslow Avenue,,,0,1,Teen
230315,Illinois,Chicago,5800 block of South King Drive,Illinois Chicago 5800 block of South King Drive,,,0,1,Teen
210315,New Hampshire,Manchester,91 West Street,New Hampshire Manchester 91 West Street,,,0,1,Teen
210315,Pennsylvania,Philadelphia,6000 block of Charles Street,Pennsylvania Philadelphia 6000 block of Charles Street,,,0,1,Teen
200315,New York,Brooklyn,71st Street,New York Brooklyn 71st Street,,,0,1,Teen
200315,Alaska,Anchorage,1300 block of Chirikof Court,Alaska Anchorage 1300 block of Chirikof Court,,,0,1,Teen
190315,Virginia,Petersburg,N/A,Virginia Petersburg N/A,,,0,1,Teen
150315,New Jersey,Camden,3000 block of Lemuel Avenue,New Jersey Camden 3000 block of Lemuel Avenue,,,0,1,Teen
90315,Minnesota,Minneapolis (Coon Rapids),11291 Robinson Drive NW,Minnesota Minneapolis (Coon Rapids) 11291 Robinson Drive NW,,,1,1,Teen
70315,Oklahoma,Tulsa,East Admiral Place and South 119th East Avenue,Oklahoma Tulsa East Admiral Place and South 119th East Avenue,,,0,1,Teen
60315,California,Tulare County,Road 148 and Avenue 208,California Tulare County Road 148 and Avenue 208,,,0,1,Teen
50315,Ohio,Canal Winchester,5600 block of Gatling Drive,Ohio Canal Winchester 5600 block of Gatling Drive,,,0,1,Teen
50315,Texas,Fort Worth,2300 block of Northeast 37th St.,Texas Fort Worth 2300 block of Northeast 37th St.,,,0,1,Teen
50315,California,Poplar,Avenue 208 and Road 148,California Poplar Avenue 208 and Road 148,,,0,1,Teen
20315,Indiana,Delaware County,500 block of N. Northwood Drive,Indiana Delaware County 500 block of N. Northwood Drive,,,0,1,Teen
10315,Illinois,Chicago,5200 block of W. Fullerton Avenue,Illinois Chicago 5200 block of W. Fullerton Avenue,,,0,1,Teen
270215,Georgia,Columbus,501 29th Street,Georgia Columbus 501 29th Street,,,0,1,Teen
230215,Florida,Jacksonville,1605 N. Myrtle Avenue,Florida Jacksonville 1605 N. Myrtle Avenue,,,0,1,Teen
210215,Utah,Warner Valley,N/A,Utah Warner Valley N/A,,,0,1,Teen
170215,Arizona,Phoenix,43rd Avenue and Thomas,Arizona Phoenix 43rd Avenue and Thomas,,,0,1,Teen
170215,Alabama,Piedmont,Foskett Street,Alabama Piedmont Foskett Street,,,0,1,Teen
160215,Missouri,Platte City,12000 block of Farmers Lane,Missouri Platte City 12000 block of Farmers Lane,,,0,1,Teen
160215,Indiana,Wakarusa,28000 block of County Road 42,Indiana Wakarusa 28000 block of County Road 42,,,0,1,Teen
140215,California,Covina,500 block of Rimsdale Avenue,California Covina 500 block of Rimsdale Avenue,,,0,1,Teen
90215,Maryland,Randallstown,9600 block of Southall Road,Maryland Randallstown 9600 block of Southall Road,,,0,1,Teen
70215,Texas,San Antonio,5800 block of Midcrown Drive,Texas San Antonio 5800 block of Midcrown Drive,,,0,1,Teen
40215,North Carolina,Leland,Basin Street,North Carolina Leland Basin Street,,,0,1,Teen
300115,Illinois,Marengo,400 block of Hale Street,Illinois Marengo 400 block of Hale Street,,,0,1,Teen
300115,Louisiana,New Roads,Carver Street,Louisiana New Roads Carver Street,,,0,1,Teen
280115,Florida,Miami,100 block of Northwest 77th Street,Florida Miami 100 block of Northwest 77th Street,,,0,1,Teen
280115,Ohio,Cincinnati,3300 block of Reading Road,Ohio Cincinnati 3300 block of Reading Road,,,0,1,Teen
230115,Florida,Naples,300 block of 11th Street Southwest,Florida Naples 300 block of 11th Street Southwest,,,0,1,Teen
220115,Nebraska,Buffalo County,85th Road,Nebraska Buffalo County 85th Road,,,0,1,Teen
180115,Kansas,Delia,North of 118th and B Road,Kansas Delia North of 118th and B Road,,,0,1,Teen
180115,California,Fresno,Woodrow and Woodward Avenues,California Fresno Woodrow and Woodward Avenues,,,0,1,Teen
170115,Georgia,Carlton,N/A,Georgia Carlton N/A,,,0,1,Teen
80115,Virginia,Danville,100 block of Swanson Street,Virginia Danville 100 block of Swanson Street,,,0,1,Teen
70115,Texas,Medina County,County Road 3823,Texas Medina County County Road 3823,,,0,1,Teen
70115,Louisiana,Shreveport,3500 block of Sumner Street,Louisiana Shreveport 3500 block of Sumner Street,,,0,1,Teen
50115,Alaska,Fairbanks,1919 Lathrop Street Suite 123,Alaska Fairbanks 1919 Lathrop Street Suite 123,,,0,2,Teen
30115,Virginia,Hiltons,4155 AP Carter Highway,Virginia Hiltons 4155 AP Carter Highway,,,0,1,Teen
20115,Oregon,Prineville,Northeast Seventh Street,Oregon Prineville Northeast Seventh Street,,,0,1,Teen
20115,Connecticut,Plainfield,40 Palmer Lane,Connecticut Plainfield 40 Palmer Lane,,,0,1,Teen
311214,Texas,Navasota,N/A,Texas Navasota N/A,,,0,1,Teen
301214,Texas,Dayton,FM 1409 and County Road 460,Texas Dayton FM 1409 and County Road 460,,,0,1,Teen
301214,Ohio,Sharonville,2300 East Kemper Road,Ohio Sharonville 2300 East Kemper Road,,,0,2,Teen
261214,Wisconsin,Madison,914 W. Badger Road,Wisconsin Madison 914 W. Badger Road,,,0,1,Teen
261214,West Virginia,Cameron,North Avenue,West Virginia Cameron North Avenue,,,1,1,Teen
251214,Michigan,Detroit,4100 block of Virginia Park,Michigan Detroit 4100 block of Virginia Park,,,1,0,Teen
231214,Tennessee,Memphis,Elvis Presley Boulevard and Ledger Road,Tennessee Memphis Elvis Presley Boulevard and Ledger Road,,,0,1,Teen
201214,North Carolina,White Oak,Chatham Road,North Carolina White Oak Chatham Road,,,0,1,Teen
201214,Mississippi,Meridian,N/A,Mississippi Meridian N/A,,,0,1,Teen
161214,Washington,Snohomish,12400 block of Admiralty Way,Washington Snohomish 12400 block of Admiralty Way,,,0,1,Teen
141214,Alabama,Smiths Station,N/A,Alabama Smiths Station N/A,,,0,1,Teen
61214,Florida,Jacksonville,N/A,Florida Jacksonville N/A,,,0,1,Teen
61214,Florida,Mary Esther,N/A,Florida Mary Esther N/A,,,0,1,Teen
61214,South Dakota,Sioux Falls,5521 E. Arrowhead Parkway,South Dakota Sioux Falls 5521 E. Arrowhead Parkway,,,0,1,Teen
21214,Arkansas,Widener,N/A,Arkansas Widener N/A,,,0,1,Teen
301114,Texas,Houston,4702 West Magnum Rd.,Texas Houston 4702 West Magnum Rd.,,,0,1,Teen
291114,Texas,Houston,4700 block of West Mangum Road,Texas Houston 4700 block of West Mangum Road,,,0,1,Teen
